timestamp ba_x ba_y ba_z bg_x bg_y bg_z
1764398767.387829 -0.00897756 -0.01226997 0.00279017 -0.00012821 -0.00014040 -0.00105921
1764398767.454337 -0.00730513 -0.01196532 0.00261758 -0.00011650 -0.00012644 -0.00105662
1764398767.520842 -0.00701928 -0.01212463 0.00273362 -0.00010091 -0.00011418 -0.00107306
1764398767.587344 -0.00622760 -0.01219107 0.00271783 -0.00009706 -0.00011023 -0.00108313
1764398767.653843 -0.00519463 -0.01243718 0.00276937 -0.00009505 -0.00011124 -0.00108577
1764398767.720338 -0.00416626 -0.01271246 0.00273210 -0.00007941 -0.00009740 -0.00109523
1764398767.786831 -0.00184667 -0.01265325 0.00274369 -0.00006691 -0.00009002 -0.00110053
1764398767.853320 0.00153678 -0.01329232 0.00306047 -0.00005679 -0.00009835 -0.00109738
1764398767.919806 0.00551902 -0.01370153 0.00300130 -0.00005376 -0.00010643 -0.00109791
1764398767.986289 0.00617671 -0.01405087 0.00321944 -0.00004577 -0.00011821 -0.00110259
1764398768.052769 0.00815805 -0.01472825 0.00301995 -0.00003500 -0.00010296 -0.00109949
1764398768.119246 0.00993338 -0.01478537 0.00307970 -0.00002813 -0.00009712 -0.00110286
1764398768.185742 0.01147307 -0.01541075 0.00332941 -0.00003159 -0.00010856 -0.00110319
1764398768.252252 0.01294645 -0.01643919 0.00343998 -0.00003480 -0.00011323 -0.00110354
1764398768.318759 0.01518244 -0.01703787 0.00325005 -0.00002844 -0.00011277 -0.00110126
1764398768.385264 0.01609227 -0.01712216 0.00323565 -0.00003927 -0.00009189 -0.00110890
1764398768.451765 0.01675237 -0.01714419 0.00341793 -0.00005477 -0.00007418 -0.00110148
1764398768.518263 0.01715119 -0.01720552 0.00338073 -0.00006060 -0.00007758 -0.00111360
1764398768.584758 0.01807581 -0.01747349 0.00358979 -0.00005770 -0.00007882 -0.00111318
1764398768.651251 0.01846327 -0.01771782 0.00366695 -0.00004666 -0.00007077 -0.00111005
1764398768.717740 0.01873322 -0.01784377 0.00369274 -0.00005999 -0.00007231 -0.00111223
1764398768.784227 0.01876457 -0.01803799 0.00367883 -0.00009038 -0.00007441 -0.00111364
1764398768.850710 0.01855775 -0.01799844 0.00371977 -0.00011690 -0.00006434 -0.00113217
1764398768.917190 0.01855775 -0.01799844 0.00371977 -0.00011690 -0.00006434 -0.00113217
1764398768.983668 0.01826642 -0.01793506 0.00381010 -0.00011052 -0.00004249 -0.00113069
1764398769.050143 0.01765081 -0.01825864 0.00365965 -0.00011611 -0.00003252 -0.00112981
1764398769.116614 0.01724908 -0.01824338 0.00383505 -0.00011421 -0.00001763 -0.00112640
1764398769.183106 0.01756563 -0.01773041 0.00357313 -0.00010956 0.00000750 -0.00114758
1764398769.249612 0.01623054 -0.01737025 0.00391696 -0.00009763 -0.00001475 -0.00114747
1764398769.316116 0.01542742 -0.01846722 0.00398573 -0.00008853 -0.00002353 -0.00114563
1764398769.382617 0.01220380 -0.02047155 0.00414438 -0.00007993 -0.00003641 -0.00113882
1764398769.449115 0.01251934 -0.02089643 0.00383005 -0.00007794 -0.00002884 -0.00114514
1764398769.515611 0.01073373 -0.02239801 0.00399669 -0.00008854 -0.00001800 -0.00115219
1764398769.582103 0.00972788 -0.02406437 0.00392683 -0.00010229 -0.00002280 -0.00114701
1764398769.648593 0.01002395 -0.02424077 0.00378404 -0.00009158 -0.00001427 -0.00114833
1764398769.715080 0.00894433 -0.02570150 0.00402297 -0.00008307 0.00000007 -0.00114689
1764398769.781565 0.00702526 -0.02570990 0.00385985 -0.00009732 0.00000639 -0.00115305
1764398769.848047 0.00693629 -0.02581908 0.00378362 -0.00010610 0.00000757 -0.00116024
1764398769.914526 0.00435302 -0.02714432 0.00398296 -0.00009744 0.00000652 -0.00116599
1764398769.981002 0.00637098 -0.02684472 0.00363596 -0.00008888 0.00001231 -0.00116889
1764398770.047475 0.00571525 -0.02806913 0.00405809 -0.00007678 0.00001529 -0.00116457
1764398770.113946 0.00547588 -0.02899357 0.00420343 -0.00006776 0.00000796 -0.00115507
1764398770.180439 0.00587930 -0.02929541 0.00393203 -0.00006001 0.00000583 -0.00115418
1764398770.246950 0.00658747 -0.03058224 0.00410943 -0.00005989 -0.00001170 -0.00115927
1764398770.313459 0.01090046 -0.03296521 0.00413504 -0.00006449 -0.00001525 -0.00117028
1764398770.379965 0.01222101 -0.03480193 0.00435674 -0.00005838 0.00000265 -0.00117050
1764398770.446469 0.01291106 -0.03546770 0.00446222 -0.00005876 -0.00000451 -0.00116064
1764398770.546221 0.01523495 -0.03567963 0.00414844 -0.00006043 -0.00000595 -0.00115696
1764398770.612719 0.01894373 -0.03767675 0.00441345 -0.00006542 0.00000022 -0.00116641
1764398770.679214 0.02312880 -0.03829299 0.00450373 -0.00007499 0.00000410 -0.00116455
1764398770.745707 0.02307916 -0.03907793 0.00471095 -0.00008648 -0.00000204 -0.00116213
1764398770.812198 0.02062792 -0.04304382 0.00488997 -0.00008010 -0.00000393 -0.00116001
1764398770.878686 0.02311227 -0.04288808 0.00462647 -0.00006588 -0.00000667 -0.00115762
1764398770.945172 0.03118860 -0.04376741 0.00491555 -0.00005196 -0.00001107 -0.00116109
1764398771.011655 0.03798126 -0.04533477 0.00521349 -0.00005635 -0.00000819 -0.00116233
1764398771.078136 0.04583997 -0.04635992 0.00534226 -0.00007297 -0.00000436 -0.00115386
1764398771.144616 0.04753819 -0.04724528 0.00567255 -0.00007152 -0.00001024 -0.00115417
1764398771.211135 0.05763958 -0.04745428 0.00578003 -0.00006031 -0.00000211 -0.00115487
1764398771.277652 0.06280056 -0.05004425 0.00630055 -0.00006412 -0.00000225 -0.00115182
1764398771.344166 0.07060542 -0.05079332 0.00643462 -0.00006633 -0.00001034 -0.00115153
1764398771.410678 0.07371868 -0.05377787 0.00678967 -0.00006789 -0.00002067 -0.00114695
1764398771.477189 0.08279444 -0.05632420 0.00698682 -0.00005853 -0.00001700 -0.00114622
1764398771.543697 0.09309412 -0.05827921 0.00745294 -0.00004138 -0.00000806 -0.00114546
1764398771.610203 0.09500679 -0.06115339 0.00782689 -0.00003289 0.00000532 -0.00113749
1764398771.676707 0.09836575 -0.06157038 0.00775133 -0.00004179 -0.00000159 -0.00113826
1764398771.743208 0.10663169 -0.06186693 0.00790640 -0.00004407 -0.00001068 -0.00113762
1764398771.809708 0.11240532 -0.06353774 0.00838276 -0.00002862 0.00000622 -0.00113857
1764398771.876206 0.11894283 -0.06602157 0.00882780 -0.00001749 0.00001240 -0.00114037
1764398771.942701 0.12278697 -0.06748975 0.00900371 -0.00002582 0.00000200 -0.00114492
1764398772.009195 0.13571001 -0.06721962 0.00924858 -0.00002862 -0.00000318 -0.00114584
1764398772.075686 0.13604453 -0.06882882 0.00987903 -0.00001381 -0.00001174 -0.00114329
1764398772.142176 0.14695836 -0.07238996 0.01007691 -0.00001644 -0.00000836 -0.00114068
1764398772.208750 0.14695837 -0.07238997 0.01007691 -0.00004478 0.00136957 -0.00120512
1764398772.275288 0.14695836 -0.07238996 0.01007691 -0.00255599 -0.00153752 -0.00125924
1764398772.341824 0.14695838 -0.07238997 0.01007692 0.00016599 -0.00227099 -0.00280629
1764398772.408358 0.14695838 -0.07238997 0.01007692 -0.00151265 0.00192310 -0.00129025
1764398772.474891 0.14695837 -0.07238996 0.01007693 -0.00020197 -0.00033261 -0.00219772
1764398772.541423 0.14695837 -0.07238997 0.01007694 -0.00229877 0.00339161 -0.00164133
1764398772.607953 0.14695838 -0.07238997 0.01007693 -0.00227801 -0.00265105 -0.00125631
1764398772.674481 0.14695836 -0.07238996 0.01007693 0.00285243 -0.00388501 0.00129228
1764398772.741008 0.14695838 -0.07238997 0.01007693 -0.00146382 0.00258150 -0.00230069
1764398772.807533 0.14695839 -0.07238997 0.01007693 -0.00223766 -0.00000155 -0.00287386
1764398772.874056 0.14695837 -0.07238995 0.01007693 -0.00013774 0.00087064 -0.00023233
1764398772.940578 0.14695836 -0.07238994 0.01007693 -0.00268757 -0.00094926 -0.00142653
1764398773.007099 0.14695837 -0.07238995 0.01007693 0.00130495 0.00011325 -0.00126760
1764398773.073617 0.14695838 -0.07238995 0.01007694 0.00109552 -0.00072724 -0.00123997
1764398773.140120 0.14695839 -0.07238994 0.01007694 0.00085553 0.00189618 -0.00017506
1764398773.206667 0.14695839 -0.07238994 0.01007694 0.00032788 -0.00091163 -0.00582069
1764398773.273213 0.14695838 -0.07238992 0.01007695 0.00136135 -0.00249153 0.00013604
1764398773.339757 0.14695839 -0.07238992 0.01007696 -0.00043780 -0.00054114 -0.00142583
1764398773.406300 0.14695839 -0.07238991 0.01007697 0.00132213 -0.00035578 -0.00191225
1764398773.472842 0.14695840 -0.07238992 0.01007697 0.00033233 0.00023324 -0.00229115
1764398773.539382 0.14695839 -0.07238990 0.01007696 0.00052736 -0.00004625 -0.00086374
1764398773.605922 0.14695836 -0.07238988 0.01007693 -0.00052932 -0.00117144 -0.00144620
1764398773.672460 0.14695836 -0.07238988 0.01007693 0.00249651 -0.00170472 -0.00105525
1764398773.738997 0.14695839 -0.07238990 0.01007691 0.00269823 0.00259907 -0.00268156
1764398773.805532 0.14695838 -0.07238989 0.01007692 0.00089547 -0.00028126 -0.00118044
1764398773.872067 0.14695839 -0.07238989 0.01007692 -0.00154533 -0.00151624 -0.00166083
1764398773.938600 0.14695839 -0.07238989 0.01007692 -0.00135540 0.00016016 -0.00183266
1764398774.005131 0.14695839 -0.07238989 0.01007691 -0.00308176 0.00254657 -0.00240470
1764398774.071662 0.14695839 -0.07238989 0.01007690 -0.00195125 -0.00161280 -0.00266942
1764398774.138191 0.14695839 -0.07238989 0.01007690 0.00413746 -0.00155308 -0.00140866
1764398774.204739 0.14695838 -0.07238990 0.01007691 -0.00074026 -0.00268631 -0.00126394
1764398774.271304 0.14695838 -0.07238990 0.01007690 0.00390031 0.00237723 -0.00276262
1764398774.337868 0.14695839 -0.07238991 0.01007689 0.00187063 0.00072768 -0.00056834
1764398774.404432 0.14695836 -0.07238987 0.01007688 0.00074557 -0.00121871 -0.00236667
1764398774.470994 0.14695835 -0.07238986 0.01007687 0.00134932 -0.00015262 0.00105164
1764398774.537556 0.14695835 -0.07238984 0.01007681 -0.00537584 -0.00250752 -0.00237101
1764398774.604118 0.14695834 -0.07238984 0.01007683 0.00203641 0.00296245 -0.00144556
1764398774.670678 0.14695834 -0.07238983 0.01007684 0.00136928 0.00236166 -0.00097030
1764398774.770518 0.14695832 -0.07238983 0.01007686 -0.00186759 -0.00114459 -0.00229991
1764398774.837076 0.14695832 -0.07238982 0.01007685 0.00354570 0.00078043 -0.00118373
1764398774.903634 0.14695832 -0.07238981 0.01007683 0.00013942 0.00024040 -0.00120025
1764398774.970191 0.14695831 -0.07238981 0.01007683 -0.00072643 0.00170227 0.00158537
1764398775.036748 0.14695832 -0.07238981 0.01007683 -0.00377969 0.00125840 -0.00281929
1764398775.103304 0.14695832 -0.07238980 0.01007683 0.00054307 -0.00058303 -0.00240613
1764398775.169859 0.14695830 -0.07238978 0.01007682 0.00008182 0.00085181 0.00116449
1764398775.236447 0.14695829 -0.07238977 0.01007682 -0.00272799 0.00197650 -0.00256372
1764398775.303035 0.14695831 -0.07238978 0.01007681 0.00009988 0.00010599 -0.00215748
1764398775.369623 0.14695830 -0.07238976 0.01007682 -0.00252913 -0.00207952 -0.00161966
1764398775.436210 0.14695830 -0.07238977 0.01007681 -0.00169087 0.00159301 -0.00171087
1764398775.502798 0.14695830 -0.07238977 0.01007682 0.00135768 0.00152630 -0.00065528
1764398775.569385 0.14695830 -0.07238977 0.01007681 0.00048478 -0.00153853 -0.00209728
1764398775.635972 0.14695832 -0.07238978 0.01007682 -0.00121917 0.00007752 -0.00114793
1764398775.702559 0.14695834 -0.07238978 0.01007683 -0.00224016 -0.00182474 -0.00266276
1764398775.802439 0.14695832 -0.07238979 0.01007685 -0.00049879 0.00222323 0.00017099
1764398775.869025 0.14695830 -0.07238979 0.01007688 0.00067706 -0.00174716 -0.00162589
1764398775.935611 0.14695830 -0.07238979 0.01007688 0.00064198 0.00024268 -0.00169308
1764398776.002197 0.14695830 -0.07238979 0.01007687 0.00106792 0.00090060 0.00029861
1764398776.068783 0.14695829 -0.07238979 0.01007687 0.00071085 0.00006895 -0.00234193
1764398776.135369 0.14695830 -0.07238980 0.01007688 0.00005184 0.00377799 -0.00124648
1764398776.201968 0.14695829 -0.07238980 0.01007688 0.00003381 0.00065061 -0.00329983
1764398776.268583 0.14695827 -0.07238977 0.01007687 -0.00058559 -0.00074481 -0.00059733
1764398776.335197 0.14695827 -0.07238977 0.01007687 0.00068559 -0.00308564 -0.00069727
1764398776.401812 0.14695826 -0.07238976 0.01007685 -0.00128016 -0.00053006 -0.00261022
1764398776.468427 0.14695825 -0.07238976 0.01007684 -0.00037689 -0.00052031 -0.00252272
1764398776.535043 0.14695825 -0.07238975 0.01007680 -0.00023562 0.00027355 -0.00112215
1764398776.601660 0.14695823 -0.07238975 0.01007678 0.00310697 0.00117122 -0.00100764
1764398776.668276 0.14695822 -0.07238974 0.01007678 0.00259745 -0.00143295 -0.00136946
1764398776.734894 0.14695822 -0.07238974 0.01007678 0.00124241 0.00154227 -0.00186526
1764398776.801511 0.14695824 -0.07238975 0.01007679 0.00030748 0.00283353 0.00125813
1764398776.868129 0.14695827 -0.07238980 0.01007683 0.00025290 -0.00278192 -0.00297138
1764398776.934747 0.14695828 -0.07238980 0.01007683 -0.00019064 -0.00096534 -0.00158307
1764398777.001366 0.14695827 -0.07238979 0.01007685 0.00036242 0.00243777 -0.00323976
1764398777.067985 0.14695826 -0.07238978 0.01007686 -0.00270059 -0.00303692 -0.00120341
1764398777.134605 0.14695826 -0.07238977 0.01007684 -0.00031320 0.00121881 -0.00003515
1764398777.201233 0.14695825 -0.07238976 0.01007683 0.00107426 0.00004963 -0.00321807
1764398777.267872 0.14695824 -0.07238975 0.01007683 -0.00247064 -0.00171291 -0.00216248
1764398777.334512 0.14695823 -0.07238974 0.01007684 0.00224265 0.00017877 -0.00203826
1764398777.401152 0.14695823 -0.07238975 0.01007684 -0.00212820 -0.00034609 -0.00035953
1764398777.467793 0.14695826 -0.07238977 0.01007684 0.00106311 -0.00058377 -0.00223430
1764398777.534436 0.14695826 -0.07238977 0.01007684 -0.00246212 0.00028086 -0.00241050
1764398777.601079 0.14695826 -0.07238977 0.01007684 -0.00047559 -0.00241545 -0.00193206
1764398777.667723 0.14695826 -0.07238977 0.01007684 0.00025687 0.00212620 -0.00174683
1764398777.734368 0.14695827 -0.07238978 0.01007683 0.00049707 -0.00155920 -0.00071594
1764398777.801014 0.14695827 -0.07238978 0.01007683 0.00250815 -0.00064036 -0.00078561
1764398777.867661 0.14695825 -0.07238976 0.01007682 0.00015657 0.00201245 -0.00078037
1764398777.934309 0.14695826 -0.07238977 0.01007682 -0.00123030 0.00086278 -0.00229568
1764398778.000958 0.14695830 -0.07238980 0.01007685 0.00097418 -0.00190779 -0.00022253
1764398778.067608 0.14695830 -0.07238980 0.01007685 -0.00288411 0.00081276 -0.00027573
1764398778.134258 0.14695830 -0.07238979 0.01007686 0.00183859 -0.00059075 -0.00155051
1764398778.200904 0.14695830 -0.07238980 0.01007685 -0.00004850 -0.00019360 -0.00226633
1764398778.267546 0.14695830 -0.07238980 0.01007685 0.00198611 0.00232704 -0.00026049
1764398778.334189 0.14695831 -0.07238980 0.01007684 -0.00006786 -0.00196033 -0.00194635
1764398778.400834 0.14695831 -0.07238980 0.01007684 0.00130809 0.00037214 -0.00163149
1764398778.467478 0.14695828 -0.07238978 0.01007685 0.00097630 -0.00178465 -0.00031355
1764398778.534124 0.14695828 -0.07238978 0.01007685 0.00026026 -0.00108342 -0.00086077
1764398778.600771 0.14695826 -0.07238976 0.01007684 -0.00130679 0.00055020 -0.00265610
1764398778.667418 0.14695825 -0.07238974 0.01007681 0.00296694 0.00256611 0.00001391
1764398778.734067 0.14695826 -0.07238975 0.01007679 0.00024374 -0.00280409 0.00072055
1764398778.800716 0.14695826 -0.07238975 0.01007679 -0.00167101 0.00084947 -0.00139135
1764398778.867367 0.14695826 -0.07238975 0.01007679 0.00168514 -0.00165512 -0.00118649
1764398778.934018 0.14695826 -0.07238975 0.01007679 -0.00056932 0.00161630 -0.00196789
1764398779.000669 0.14695826 -0.07238975 0.01007679 0.00170794 0.00221176 -0.00165172
1764398779.067322 0.14695825 -0.07238974 0.01007679 -0.00165932 -0.00154171 -0.00102499
1764398779.133976 0.14695826 -0.07238976 0.01007679 -0.00109237 -0.00015702 -0.00242255
1764398779.200625 0.14695829 -0.07238980 0.01007680 -0.00021303 -0.00069283 -0.00191732
1764398779.267270 0.14695830 -0.07238981 0.01007681 -0.00273416 -0.00051662 -0.00060510
1764398779.333916 0.14695833 -0.07238983 0.01007680 -0.00110457 -0.00252192 -0.00206162
1764398779.400563 0.14695834 -0.07238984 0.01007681 -0.00103503 -0.00027214 -0.00150026
1764398779.467210 0.14695831 -0.07238982 0.01007679 0.00030632 0.00145471 -0.00111078
1764398779.533858 0.14695834 -0.07238985 0.01007682 -0.00108253 -0.00031675 -0.00271920
1764398779.600507 0.14695836 -0.07238986 0.01007683 0.00134569 0.00301691 -0.00061517
1764398779.667157 0.14695836 -0.07238986 0.01007684 0.00131181 -0.00195660 -0.00043693
1764398779.733808 0.14695837 -0.07238987 0.01007685 -0.00203807 -0.00039943 -0.00211817
1764398779.800459 0.14695837 -0.07238987 0.01007685 0.00164770 -0.00049360 -0.00071245
1764398779.867112 0.14695834 -0.07238985 0.01007683 0.00293145 -0.00215647 -0.00145559
1764398779.933765 0.14695833 -0.07238984 0.01007681 -0.00024975 0.00175680 0.00009443
1764398780.000418 0.14695833 -0.07238984 0.01007682 -0.00305378 -0.00124239 -0.00312604
1764398780.067073 0.14695835 -0.07238984 0.01007678 0.00304151 0.00042425 -0.00118731
1764398780.133729 0.14695835 -0.07238984 0.01007677 -0.00285906 -0.00249114 -0.00194556
1764398780.200376 0.14695836 -0.07238984 0.01007679 0.00156284 0.00009852 -0.00008320
1764398780.300349 0.14695836 -0.07238984 0.01007678 0.00317596 -0.00124236 -0.00167990
1764398780.366999 0.14695836 -0.07238985 0.01007680 -0.00239342 -0.00024349 -0.00156872
1764398780.433650 0.14695836 -0.07238984 0.01007682 0.00450091 0.00339512 -0.00011301
1764398780.500301 0.14695837 -0.07238985 0.01007681 -0.00273203 -0.00407306 -0.00176453
1764398780.566953 0.14695836 -0.07238984 0.01007681 0.00250587 -0.00000807 -0.00142136
1764398780.633606 0.14695835 -0.07238983 0.01007682 0.00129403 -0.00131716 0.00063988
1764398780.700259 0.14695833 -0.07238982 0.01007683 0.00417490 -0.00045619 -0.00229248
1764398780.766913 0.14695836 -0.07238984 0.01007682 -0.00141111 -0.00118971 -0.00174045
1764398780.833568 0.14695835 -0.07238983 0.01007683 0.00039978 0.00128708 -0.00150629
1764398780.900224 0.14695835 -0.07238983 0.01007682 -0.00036103 0.00053532 -0.00075095
1764398780.966881 0.14695830 -0.07238980 0.01007681 -0.00025885 0.00045725 -0.00185951
1764398781.033538 0.14695830 -0.07238980 0.01007681 0.00029098 -0.00271669 -0.00157219
1764398781.100196 0.14695830 -0.07238980 0.01007681 0.00018313 0.00004972 -0.00168172
1764398781.166829 0.14695830 -0.07238980 0.01007682 -0.00395105 0.00046401 -0.00219192
1764398781.233479 0.14695830 -0.07238980 0.01007682 -0.00094389 -0.00192881 0.00068207
1764398781.300129 0.14695829 -0.07238979 0.01007683 0.00371168 0.00121398 -0.00105744
1764398781.366780 0.14695829 -0.07238980 0.01007683 -0.00063006 -0.00133267 -0.00153027
1764398781.466757 0.14695828 -0.07238978 0.01007682 0.00144625 -0.00001183 -0.00037877
1764398781.533410 0.14695828 -0.07238979 0.01007684 -0.00082989 -0.00045820 0.00011445
1764398781.600063 0.14695829 -0.07238979 0.01007684 -0.00135261 0.00108819 -0.00121062
1764398781.666717 0.14695828 -0.07238979 0.01007686 -0.00047795 -0.00030409 -0.00056927
1764398781.733372 0.14695826 -0.07238979 0.01007684 0.00184152 0.00034475 -0.00286399
1764398781.800027 0.14695827 -0.07238978 0.01007685 -0.00120548 0.00004723 0.00074662
1764398781.866683 0.14695825 -0.07238978 0.01007684 -0.00058588 0.00087203 -0.00217768
